350.0,9.919000e-01
351.0,1.055800e+00
352.0,9.317000e-01
353.0,9.929000e-01
354.0,1.124000e+00
355.0,1.095500e+00
356.0,9.978500e-01
357.0,9.142500e-01
358.0,7.589500e-01
359.0,8.815500e-01
360.0,1.057300e+00
361.0,9.361500e-01
362.0,1.034350e+00
363.0,1.066350e+00
364.0,9.863500e-01
365.0,1.139000e+00
366.0,1.256000e+00
367.0,1.231500e+00
368.0,1.151000e+00
369.0,1.209500e+00
370.0,1.203000e+00
371.0,1.191000e+00
372.0,1.186000e+00
373.0,9.514000e-01
374.0,8.578000e-01
375.0,1.009400e+00
376.0,1.121000e+00
377.0,1.196000e+00
378.0,1.316000e+00
379.0,1.170300e+00
380.0,1.144300e+00
381.0,1.192500e+00
382.0,9.145000e-01
383.0,7.085000e-01
384.0,8.555000e-01
385.0,9.903500e-01
386.0,1.012350e+00
387.0,1.018300e+00
388.0,9.386500e-01
389.0,1.069350e+00
390.0,1.225000e+00
391.0,1.310500e+00
392.0,1.176350e+00
393.0,7.220000e-01
394.0,7.951500e-01
395.0,1.239500e+00
396.0,1.014050e+00
397.0,8.450500e-01
398.0,1.289000e+00
399.0,1.596500e+00
400.0,1.652000e+00
401.0,1.722500e+00
402.0,1.799500e+00
403.0,1.730500e+00
404.0,1.630000e+00
405.0,1.637000e+00
406.0,1.648000e+00
407.0,1.584500e+00
408.0,1.684500e+00
409.0,1.765000e+00
410.0,1.604000e+00
411.0,1.660500e+00
412.0,1.805000e+00
413.0,1.774500e+00
414.0,1.748500e+00
415.0,1.737500e+00
416.0,1.790000e+00
417.0,1.755500e+00
418.0,1.676500e+00
419.0,1.694500e+00
420.0,1.731500e+00
421.0,1.779500e+00
422.0,1.691500e+00
423.0,1.648500e+00
424.0,1.741500e+00
425.0,1.733500e+00
426.0,1.698500e+00
427.0,1.635500e+00
428.0,1.580000e+00
429.0,1.533000e+00
430.0,1.306500e+00
431.0,1.412000e+00
432.0,1.668000e+00
433.0,1.690500e+00
434.0,1.702500e+00
435.0,1.698500e+00
436.0,1.828000e+00
437.0,1.869500e+00
438.0,1.688500e+00
439.0,1.698000e+00
440.0,1.771000e+00
441.0,1.824000e+00
442.0,1.957500e+00
443.0,1.946500e+00
444.0,1.943000e+00
445.0,1.899000e+00
446.0,1.858000e+00
447.0,1.986000e+00
448.0,2.027000e+00
449.0,2.002000e+00
450.0,2.087500e+00
451.0,2.128500e+00
452.0,2.027000e+00
453.0,1.957500e+00
454.0,1.976500e+00
455.0,2.008500e+00
456.0,2.057500e+00
457.0,2.090500e+00
458.0,2.037500e+00
459.0,1.992000e+00
460.0,2.026500e+00
461.0,2.049500e+00
462.0,2.081500e+00
463.0,2.074000e+00
464.0,2.010000e+00
465.0,2.011000e+00
466.0,1.983500e+00
467.0,1.970000e+00
468.0,2.006500e+00
469.0,1.994000e+00
470.0,1.935500e+00
471.0,1.949500e+00
472.0,2.031500e+00
473.0,2.018000e+00
474.0,2.023000e+00
475.0,2.035500e+00
476.0,1.988000e+00
477.0,2.017500e+00
478.0,2.044000e+00
479.0,2.044500e+00
480.0,2.057500e+00
481.0,2.064500e+00
482.0,2.058500e+00
483.0,2.023000e+00
484.0,1.996000e+00
485.0,1.901500e+00
486.0,1.729500e+00
487.0,1.729500e+00
488.0,1.874000e+00
489.0,1.939000e+00
490.0,1.985500e+00
491.0,1.953500e+00
492.0,1.898000e+00
493.0,1.894000e+00
494.0,1.975000e+00
495.0,1.994000e+00
496.0,1.973500e+00
497.0,2.019500e+00
498.0,1.944000e+00
499.0,1.920000e+00
500.0,1.915500e+00
501.0,1.836500e+00
502.0,1.855000e+00
503.0,1.916000e+00
504.0,1.903500e+00
505.0,1.933000e+00
506.0,1.979000e+00
507.0,1.935500e+00
508.0,1.914500e+00
509.0,1.919500e+00
510.0,1.933500e+00
511.0,1.974000e+00
512.0,1.934000e+00
513.0,1.866000e+00
514.0,1.869500e+00
515.0,1.889000e+00
516.0,1.786500e+00
517.0,1.699500e+00
518.0,1.692000e+00
519.0,1.743000e+00
520.0,1.831500e+00
521.0,1.870500e+00
522.0,1.866500e+00
523.0,1.860500e+00
524.0,1.928000e+00
525.0,1.946000e+00
526.0,1.804000e+00
527.0,1.753000e+00
528.0,1.864500e+00
529.0,1.909500e+00
530.0,1.937000e+00
531.0,1.959500e+00
532.0,1.869000e+00
