w.440,r.440,w.500,r.500,w.675,r.675,w.870,r.870,w.1020,r.1020,w.1640,r.1640,w.2130,r.2130
445.50063,0.3649319561,0.0,0.0,0.0,0.0,875.50063,0.12581027521,1024.58385,0.7173585313,1643.21777,0.99804297502,0,0
445.53817,0.3464256212,0.0,0.0,0.0,0.0,875.53817,0.11887883596,1024.61514,0.7003505984,1643.28411,0.99804566388,0,0
445.57572,0.3282315147,0.0,0.0,0.0,0.0,875.57572,0.11236487953,1024.64643,0.6830656967,1643.35044,0.99589742123,0,0
445.61327,0.3103912062,0.0,0.0,0.0,0.0,875.61327,0.10499839332,1024.67772,0.6655574531,1643.41677,0.99564480283,0,0
445.65081,0.2929697411,0.0,0.0,0.0,0.0,875.65081,0.097108877111,1024.70901,0.6478777466,1643.4831,0.99468255633,0,0
445.68836,0.2761135823,0.0,0.0,0.0,0.0,875.68836,0.091106918038,1024.7403,0.6300766244,1643.54944,0.99460914826,0,0
445.72591,0.2599675195,0.0,0.0,0.0,0.0,875.72591,0.08487159456,1024.77159,0.6121695106,1643.61577,0.99565484764,0,0
445.76345,0.2444939076,0.0,0.0,0.0,0.0,875.76345,0.078507408707,1024.80288,0.5942254447,1643.6821,0.9956036925,0,0
445.801,0.2296373105,0.0,0.0,0.0,0.0,875.801,0.072489594642,1024.83417,0.5763071667,1643.74844,0.9956036925,0,0
445.83855,0.2153136985,0.0,0.0,0.0,0.0,875.83855,0.066934385813,1024.86546,0.5584593453,1643.81477,0.99574963073,0,0
445.8761,0.2016536799,0.0,0.0,0.0,0.0,875.8761,0.061313633126,1024.89675,0.5407236781,1643.8811,0.99366041197,0,0
445.91364,0.188704912,0.0,0.0,0.0,0.0,875.91364,0.05683776296,1024.92804,0.5231389517,1643.94743,0.99070683989,0,0
445.95119,0.1764838461,0.0,0.0,0.0,0.0,875.95119,0.05422258092,1024.95932,0.5057408863,1644.01377,0.98860563546,0,0
445.98874,0.1649524717,0.0,0.0,0.0,0.0,875.98874,0.052811402534,1024.99061,0.4885623246,1644.0801,0.98875000486,0,0
446.02628,0.1540730869,0.0,0.0,0.0,0.0,876.02628,0.051252888226,1025.0219,0.4716970274,1644.14643,0.98875000486,0,0
446.06383,0.1438554662,0.0,0.0,0.0,0.0,876.06383,0.048549057531,1025.05319,0.455124327,1644.21277,0.98875000486,0,0
446.10138,0.1343071863,0.0,0.0,0.0,0.0,876.10138,0.04462860442,1025.08448,0.4388326303,1644.2791,0.98875000486,0,0
446.13892,0.1254641668,0.0,0.0,0.0,0.0,876.13892,0.040534286688,1025.11577,0.4228373141,1644.34543,0.98875000486,0,0
446.17647,0.1172018944,0.0,0.0,0.0,0.0,876.17647,0.038493892463,1025.14706,0.4071521943,1644.41176,0.98875000486,0,0
446.21402,0.1094331987,0.0,0.0,0.0,0.0,876.21402,0.037429537157,1025.17835,0.3917896074,1644.4781,0.98875000486,0,0
446.25156,0.1021221141,0.0,0.0,0.0,0.0,876.25156,0.035801027786,1025.20964,0.3767604043,1644.54443,0.98875000486,0,0
446.28911,0.09533509754,0.0,0.0,0.0,0.0,876.28911,0.032802959736,1025.24093,0.3620740958,1644.61076,0.98875000486,0,0
446.32666,0.0891190074,0.0,0.0,0.0,0.0,876.32666,0.030594698211,1025.27222,0.347759598,1644.6771,0.98875000486,0,0
446.36421,0.08339997936,0.0,0.0,0.0,0.0,876.36421,0.029201919416,1025.3035,0.3338074734,1644.74343,0.98851595451,0,0
446.40175,0.07810551387,0.0,0.0,0.0,0.0,876.40175,0.028243530392,1025.33479,0.3202119366,1644.80976,0.98546110653,0,0
446.4393,0.07318941254,0.0,0.0,0.0,0.0,876.4393,0.027533928812,1025.36608,0.3069754221,1644.8761,0.98423195192,0,0
446.47685,0.06861358967,0.0,0.0,0.0,0.0,876.47685,0.026258082148,1025.39737,0.2940996197,1644.94243,0.98222041929,0,0
446.51439,0.06433163188,0.0,0.0,0.0,0.0,876.51439,0.024123642126,1025.42866,0.2815853412,1645.00876,0.97935482165,0,0
446.55194,0.06031937446,0.0,0.0,0.0,0.0,876.55194,0.021765075775,1025.45995,0.2694328437,1645.07509,0.97653654665,0,0
446.58949,0.0565928486,0.0,0.0,0.0,0.0,876.58949,0.020706423912,1025.49124,0.2576416282,1645.14143,0.97386670593,0,0
446.62703,0.0531604917,0.0,0.0,0.0,0.0,876.62703,0.020112014099,1025.52253,0.2462192166,1645.20776,0.96888522372,0,0
446.66458,0.04998951875,0.0,0.0,0.0,0.0,876.66458,0.019472806187,1025.55382,0.2351568229,1645.27409,0.96615468892,0,0
446.70213,0.04704933007,0.0,0.0,0.0,0.0,876.70213,0.018683739213,1025.58511,0.2244476116,1645.34043,0.96624330762,0,0
446.73967,0.04432422584,0.0,0.0,0.0,0.0,876.73967,0.018225084,1025.6164,0.2140878929,1645.40676,0.96624330762,0,0
446.77722,0.04178023869,0.0,0.0,0.0,0.0,876.77722,0.017199544709,1025.64768,0.2040736983,1645.47309,0.96624330762,0,0
446.81477,0.03938048212,0.0,0.0,0.0,0.0,876.81477,0.015488505694,1025.67897,0.1944007171,1645.53942,0.96598096741,0,0
446.85232,0.03711319889,0.0,0.0,0.0,0.0,876.85232,0.01367974185,1025.71026,0.1850642741,1645.60576,0.96298405606,0,0
446.88986,0.0350105238,0.0,0.0,0.0,0.0,876.88986,0.012811439924,1025.74155,0.1760594349,1645.67209,0.96183059102,0,0
446.92741,0.03310558569,0.0,0.0,0.0,0.0,876.92741,0.012095841618,1025.77284,0.167385426,1645.73842,0.95981413794,0,0
446.96496,0.03135701715,0.0,0.0,0.0,0.0,876.96496,0.011718038625,1025.80413,0.1590330188,1645.80476,0.95702061477,0,0
447.0025,0.02972740015,0.0,0.0,0.0,0.0,877.0025,0.011562710107,1025.83542,0.1509942864,1645.87109,0.95414050401,0,0
447.04005,0.02819864951,0.0,0.0,0.0,0.0,877.04005,0.010787927639,1025.86671,0.1432628715,1645.93742,0.95301324544,0,0
447.0776,0.02674149178,0.0,0.0,0.0,0.0,877.0776,0.009410547792,1025.898,0.1358324459,1646.00375,0.95094693893,0,0
447.11514,0.02531524915,0.0,0.0,0.0,0.0,877.11514,0.0090855246714,1025.92929,0.1286964294,1646.07009,0.95079414392,0,0
447.15269,0.0239159097,0.0,0.0,0.0,0.0,877.15269,0.010100158209,1025.96058,0.1218482087,1646.13642,0.95079414392,0,0
447.19024,0.02259998954,0.0,0.0,0.0,0.0,877.19024,0.010113430023,1025.99186,0.115281056,1646.20275,0.95079414392,0,0
447.22778,0.02139867707,0.0,0.0,0.0,0.0,877.22778,0.0087851014021,1026.02315,0.1089743137,1646.26909,0.95079414392,0,0
447.26533,0.0203060471,0.0,0.0,0.0,0.0,877.26533,0.0076994272196,1026.05444,0.1029331618,1646.33542,0.95043949493,0,0
447.30288,0.0193173951,0.0,0.0,0.0,0.0,877.30288,0.0076335021013,1026.08573,0.09715711991,1646.40175,0.94846729801,0,0
447.34043,0.01844589996,0.0,0.0,0.0,0.0,877.34043,0.0082425287171,1026.11702,0.09164015588,1646.46809,0.94874035062,0,0
447.37797,0.01765034182,0.0,0.0,0.0,0.0,877.37797,0.0088277923725,1026.14831,0.08637588259,1646.53442,0.94659737526,0,0
447.41552,0.01691417012,0.0,0.0,0.0,0.0,877.41552,0.0087098803711,1026.1796,0.08135764856,1646.60075,0.9438489953,0,0
447.45307,0.01622169977,0.0,0.0,0.0,0.0,877.45307,0.0075465841291,1026.21089,0.07657852861,1646.66708,0.94126037303,0,0
447.49061,0.01555667062,0.0,0.0,0.0,0.0,877.49061,0.0056660832297,1026.24218,0.07203142571,1646.73342,0.93678174703,0,0
447.52816,0.01487677559,0.0,0.0,0.0,0.0,877.52816,0.0038538515997,1026.27347,0.06768909732,1646.79975,0.93554812668,0,0
447.56571,0.01421948019,0.0,0.0,0.0,0.0,877.56571,0.003248126543,1026.30476,0.06356207281,1646.86608,0.9355919984,0,0
447.60325,0.01362166017,0.0,0.0,0.0,0.0,877.60325,0.0038456278377,1026.33605,0.05965176819,1646.93242,0.9355919984,0,0
447.6408,0.01313536526,0.0,0.0,0.0,0.0,877.6408,0.0049478513049,1026.36733,0.05595181493,1646.99875,0.9355919984,0,0
447.67835,0.01268357084,0.0,0.0,0.0,0.0,877.67835,0.0048358972464,1026.39862,0.05245545391,1647.06508,0.9355919984,0,0
447.71589,0.01222663581,0.0,0.0,0.0,0.0,877.71589,0.0040596579119,1026.42991,0.04915555125,1647.13141,0.93598097664,0,0
447.75344,0.01175154239,0.0,0.0,0.0,0.0,877.75344,0.0036313264306,1026.4612,0.04604472404,1647.19775,0.93788689086,0,0
447.79099,0.01128505255,0.0,0.0,0.0,0.0,877.79099,0.0039923143493,1026.49249,0.04311539773,1647.26408,0.93774876192,0,0
447.82854,0.01086195819,0.0,0.0,0.0,0.0,877.82854,0.0037964140469,1026.52378,0.04035180805,1647.33041,0.93774876192,0,0
447.86608,0.01044030963,0.0,0.0,0.0,0.0,877.86608,0.0034083692363,1026.55507,0.03775365804,1647.39675,0.93774876192,0,0
447.90363,0.009973482202,0.0,0.0,0.0,0.0,877.90363,0.0033417434438,1026.58636,0.03531662257,1647.46308,0.93774876192,0,0
447.94118,0.009372683187,0.0,0.0,0.0,0.0,877.94118,0.003822312118,1026.61765,0.03303346887,1647.52941,0.93762131782,0,0
447.97872,0.008815858798,0.0,0.0,0.0,0.0,877.97872,0.0036153973442,1026.64894,0.0308968855,1647.59574,0.93983184729,0,0
448.01627,0.008419396305,0.0,0.0,0.0,0.0,878.01627,0.0037222061386,1026.68023,0.02889958646,1647.66208,0.94025610069,0,0
448.05382,0.008193554869,0.0,0.0,0.0,0.0,878.05382,0.0046275338054,1026.71151,0.02703433929,1647.72841,0.94320816988,0,0
448.09136,0.008006476424,0.0,0.0,0.0,0.0,878.09136,0.005020208583,1026.7428,0.0252940115,1647.79474,0.94434459663,0,0
448.12891,0.007759859517,0.0,0.0,0.0,0.0,878.12891,0.0031695817053,1026.77409,0.02367934152,1647.86108,0.94424892275,0,0
448.16646,0.007489157175,0.0,0.0,0.0,0.0,878.16646,0.0015767294153,1026.80538,0.02217635861,1647.92741,0.94424892275,0,0
448.20401,0.007224629409,0.0,0.0,0.0,0.0,878.20401,0.00097038788128,1026.83667,0.02077544226,1647.99374,0.94424892275,0,0
448.24155,0.006987635064,0.0,0.0,0.0,0.0,878.24155,0.0010678130825,1026.86796,0.01946986353,1648.06008,0.94412296008,0,0
448.2791,0.00675626638,0.0,0.0,0.0,0.0,878.2791,0.0015127170838,1026.89925,0.01825331158,1648.12641,0.94637013158,0,0
448.31665,0.006515481758,0.0,0.0,0.0,0.0,878.31665,0.0021137388455,1026.93054,0.01711984816,1648.19274,0.94687362251,0,0
448.35419,0.006267786311,0.0,0.0,0.0,0.0,878.35419,0.0024043784606,1026.96183,0.0160638926,1648.25907,0.94861226561,0,0
448.39174,0.006038655394,0.0,0.0,0.0,0.0,878.39174,0.0020508654204,1026.99312,0.01508022634,1648.32541,0.95022422019,0,0
448.42929,0.005867135688,0.0,0.0,0.0,0.0,878.42929,0.0012900076659,1027.02441,0.01416157028,1648.39174,0.95078607628,0,0
448.46683,0.005716648569,0.0,0.0,0.0,0.0,878.46683,8.543572355e-10,1027.05569,0.01330558944,1648.45807,0.95356494599,0,0
448.50438,0.005554465296,0.0,0.0,0.0,0.0,878.50438,3.7190687782e-20,1027.08698,0.0125088935,1648.52441,0.95518659137,0,0
448.54193,0.005346153918,0.0,0.0,0.0,0.0,878.54193,1.1641516089e-06,1027.11827,0.01176758881,1648.59074,0.95682508185,0,0
448.57947,0.005124777634,0.0,0.0,0.0,0.0,878.57947,0.0016987954488,1027.14956,0.0110780361,1648.65707,0.95739117111,0,0
448.61702,0.00488945533,0.0,0.0,0.0,0.0,878.61702,0.0026603711433,1027.18085,0.01043677503,1648.7234,0.95778444236,0,0
448.65457,0.004653549195,0.0,0.0,0.0,0.0,878.65457,0.0022321434308,1027.21214,0.009840582816,1648.78974,0.96066530476,0,0
448.69212,0.004446978142,0.0,0.0,0.0,0.0,878.69212,0.0019897267213,1027.24343,0.009286417516,1648.85607,0.96343777466,0,0
448.72966,0.0043176347,0.0,0.0,0.0,0.0,878.72966,0.0018831553672,1027.27472,0.008773298746,1648.9224,0.96621824764,0,0
448.76721,0.004226415356,0.0,0.0,0.0,0.0,878.76721,0.0020792713489,1027.30601,0.008296810502,1648.98874,0.96959202271,0,0
448.80476,0.00414159898,0.0,0.0,0.0,0.0,878.80476,0.0023489679778,1027.3373,0.007853785586,1649.05507,0.97308325424,0,0
448.8423,0.004034186732,0.0,0.0,0.0,0.0,878.8423,0.001857601622,1027.36859,0.007441799603,1649.1214,0.97464263543,0,0
448.87985,0.003921905144,0.0,0.0,0.0,0.0,878.87985,0.00081779599559,1027.39987,0.00705860116,1649.18773,0.9751820014,0,0
448.9174,0.003805685468,0.0,0.0,0.0,0.0,878.9174,0.00063301713301,1027.43116,0.006702127604,1649.25407,0.97755406839,0,0
448.95494,0.003686165751,0.0,0.0,0.0,0.0,878.95494,0.0011801541194,1027.46245,0.006370462888,1649.3204,0.97757237356,0,0
448.99249,0.003563642978,0.0,0.0,0.0,0.0,878.99249,0.0019247124957,1027.49374,0.006061841813,1649.38673,0.97571098221,0,0
449.03004,0.003419070698,0.0,0.0,0.0,0.0,879.03004,0.00062409776949,1027.52503,0.005784956663,1649.45307,0.97518431507,0,0
449.06758,0.003286288626,0.0,0.0,0.0,0.0,879.06758,2.1217235047e-10,1027.55632,0.005528604323,1649.5194,0.97465125659,0,0
449.10513,0.003199907642,0.0,0.0,0.0,0.0,879.10513,9.9071777986e-22,1027.58761,0.005287785742,1649.58573,0.9729418036,0,0
449.14268,0.003214172687,0.0,0.0,0.0,0.0,879.14268,9.9071777986e-22,1027.6189,0.005060514122,1649.65207,0.97121373167,0,0
449.18023,0.003234652372,0.0,0.0,0.0,0.0,879.18023,5.8000324831e-11,1027.65019,0.004845031789,1649.7184,0.97071167552,0,0
449.21777,0.003188442339,0.0,0.0,0.0,0.0,879.21777,0.00071100281626,1027.68148,0.004639798689,1649.78473,0.96934051872,0,0
449.25532,0.00306612335,0.0,0.0,0.0,0.0,879.25532,1.0553791969e-05,1027.71277,0.004443458208,1649.85106,0.96048739298,0,0
449.29287,0.002931634817,0.0,0.0,0.0,0.0,879.29287,3.5888532022e-19,1027.74406,0.004254826309,1649.9174,0.9540649353,0,0
449.33041,0.002809561445,0.0,0.0,0.0,0.0,879.33041,9.9071777986e-22,1027.77534,0.004062215246,1649.98373,0.94635584768,0,0
449.36796,0.002715544751,0.0,0.0,0.0,0.0,879.36796,9.9071777986e-22,1027.80663,0.003874891141,1650.05006,0.94092679424,0,0
449.40551,0.002674150352,0.0,0.0,0.0,0.0,879.40551,9.9071777986e-22,1027.83792,0.003695672851,1650.1164,0.93551920202,0,0
449.44305,0.002735793065,0.0,0.0,0.0,0.0,879.44305,9.9071777986e-22,1027.86921,0.003524658479,1650.18273,0.93025501684,0,0
449.4806,0.002806217067,0.0,0.0,0.0,0.0,879.4806,6.9474756336e-11,1027.9005,0.003361885427,1650.24906,0.92254121103,0,0
449.51815,0.002811194385,0.0,0.0,0.0,0.0,879.51815,1.9293926941e-10,1027.93179,0.003207326617,1650.31539,0.90668610678,0,0
449.55569,0.002731650979,0.0,0.0,0.0,0.0,879.55569,9.4365551521e-20,1027.96308,0.003060911095,1650.38173,0.89114335809,0,0
449.59324,0.002614405174,0.0,0.0,0.0,0.0,879.59324,1.0526036783e-06,1027.99437,0.002922520463,1650.44806,0.87586705482,0,0
449.63079,0.002461322911,0.0,0.0,0.0,0.0,879.63079,0.00019259504154,1028.02566,0.002788735308,1650.51439,0.860746386,0,0
449.66834,0.002308444284,0.0,0.0,0.0,0.0,879.66834,8.1411856522e-11,1028.05695,0.002662542769,1650.58073,0.838742412,0,0
449.70588,0.002185640951,0.0,0.0,0.0,0.0,879.70588,1.3365081908e-19,1028.08824,0.00254477939,1650.64706,0.81618749323,0,0
449.74343,0.002123570151,0.0,0.0,0.0,0.0,879.74343,5.2704667911e-06,1028.11952,0.002435450588,1650.71339,0.79446311121,0,0
449.78098,0.002090630173,0.0,0.0,0.0,0.0,879.78098,0.0011563664832,1028.15081,0.002334507874,1650.77972,0.77221614494,0,0
449.81852,0.002089889341,0.0,0.0,0.0,0.0,879.81852,2.2655870919e-10,1028.1821,0.00224186568,1650.84606,0.74817789102,0,0
449.85607,0.002109522816,0.0,0.0,0.0,0.0,879.85607,9.9071777986e-22,1028.21339,0.002157415677,1650.91239,0.72396765419,0,0
449.89362,0.002120939881,0.0,0.0,0.0,0.0,879.89362,9.9071777986e-22,1028.24468,0.002081032606,1650.97872,0.69934196513,0,0
449.93116,0.002068629876,0.0,0.0,0.0,0.0,879.93116,9.9071777986e-22,1028.27597,0.00202329171,1651.04506,0.67380675404,0,0
449.96871,0.001996185257,0.0,0.0,0.0,0.0,879.96871,2.8749986173e-15,1028.30726,0.001973966487,1651.11139,0.6449104298,0,0
450.00626,0.001936615399,0.0,0.0,0.0,0.0,880.00626,0.00024090969026,1028.33855,0.001929719708,1651.17772,0.61585640724,0,0
450.0438,0.001919768677,0.0,0.0,0.0,0.0,880.0438,0.0011971366122,1028.36984,0.001889599072,1651.24406,0.58705536901,0,0
450.08135,0.001918944272,0.0,0.0,0.0,0.0,880.08135,0.0023483913691,1028.40113,0.001852739862,1651.31039,0.55750906662,0,0
450.1189,0.00193074376,0.0,0.0,0.0,0.0,880.1189,0.002093922667,1028.43242,0.001818343714,1651.37672,0.5274888813,0,0
450.15645,0.001949553295,0.0,0.0,0.0,0.0,880.15645,7.509020473e-06,1028.4637,0.001785675107,1651.44305,0.49802440156,0,0
450.19399,0.001967278185,0.0,0.0,0.0,0.0,880.19399,1.5354788594000002e-19,1028.49499,0.001754049416,1651.50939,0.46812724813,0,0
450.23154,0.001978148661,0.0,0.0,0.0,0.0,880.23154,9.9071777986e-22,1028.52628,0.001722335465,1651.57572,0.44378372584,0,0
450.26909,0.001972757485,0.0,0.0,0.0,0.0,880.26909,9.9071777986e-22,1028.55757,0.001690402594,1651.64205,0.42115055138,0,0
450.30663,0.001937683107,0.0,0.0,0.0,0.0,880.30663,1.4777971105000001e-19,1028.58886,0.001657849043,1651.70839,0.39821824873,0,0
450.34418,0.001855222472,0.0,0.0,0.0,0.0,880.34418,2.9742249721e-07,1028.62015,0.001624218793,1651.77472,0.3752196487,0,0
450.38173,0.001764012024,0.0,0.0,0.0,0.0,880.38173,0.000100692259,1028.65144,0.001589096686,1651.84105,0.35131111406,0,0
450.41927,0.001676771769,0.0,0.0,0.0,0.0,880.41927,4.6496454335e-11,1028.68273,0.001552118356,1651.90738,0.32674001622,0,0
450.45682,0.001607879966,0.0,0.0,0.0,0.0,880.45682,9.9071777986e-22,1028.71402,0.001512968159,1651.97372,0.30207906528,0,0
450.49437,0.001573044155,0.0,0.0,0.0,0.0,880.49437,9.9071777986e-22,1028.74531,0.001471388237,1652.04005,0.28192115567,0,0
450.53191,0.001631929586,0.0,0.0,0.0,0.0,880.53191,2.4964302323e-10,1028.7766,0.001418156772,1652.10638,0.26334229092,0,0
450.56946,0.001725340318,0.0,0.0,0.0,0.0,880.56946,0.00064965123083,1028.80788,0.001362096623,1652.17272,0.2449297487,0,0
450.60701,0.001799120267,0.0,0.0,0.0,0.0,880.60701,0.00061754485636,1028.83917,0.00130568964,1652.23905,0.2265691054,0,0
450.64456,0.001789672919,0.0,0.0,0.0,0.0,880.64456,0.001390526732,1028.87046,0.001249657172,1652.30538,0.20979318702,0,0
450.6821,0.00174292403,0.0,0.0,0.0,0.0,880.6821,0.0024787589598,1028.90175,0.001194621849,1652.37171,0.19416897787,0,0
450.71965,0.001666015066,0.0,0.0,0.0,0.0,880.71965,0.00060499587957,1028.93304,0.001141113878,1652.43805,0.17881111169,0,0
450.7572,0.001570975716,0.0,0.0,0.0,0.0,880.7572,3.1331173388e-07,1028.96433,0.001089573727,1652.50438,0.16277252663,0,0
450.79474,0.001471816089,0.0,0.0,0.0,0.0,880.79474,5.9793671114e-20,1028.99562,0.001040358723,1652.57071,0.15124252792,0,0
450.83229,0.001390307442,0.0,0.0,0.0,0.0,880.83229,9.9071777986e-22,1029.02691,0.0009923855923,1652.63705,0.14165214415,0,0
450.86984,0.001311775906,0.0,0.0,0.0,0.0,880.86984,6.658378437299999e-15,1029.0582,0.0009472737984,1652.70338,0.13183634113,0,0
450.90738,0.001228454549,0.0,0.0,0.0,0.0,880.90738,4.6031209807e-07,1029.08949,0.0009055308839,1652.76971,0.12211743034,0,0
450.94493,0.001135322706,0.0,0.0,0.0,0.0,880.94493,5.5016751041e-20,1029.12078,0.0008673608314,1652.83605,0.11352067058,0,0
450.98248,0.001041212121,0.0,0.0,0.0,0.0,880.98248,9.9071777986e-22,1029.15207,0.0008329168616,1652.90238,0.10566519288,0,0
451.02003,0.000934960671,0.0,0.0,0.0,0.0,881.02003,9.9071777986e-22,1029.18335,0.0008023150524,1652.96871,0.097560023637,0,0
451.05757,0.000835251757,0.0,0.0,0.0,0.0,881.05757,5.3096234976e-19,1029.21464,0.0007756503363,1653.03504,0.090324815599,0,0
451.09512,0.00077156648,0.0,0.0,0.0,0.0,881.09512,1.8107460001e-05,1029.24593,0.0007530109647,1653.10138,0.084190647892,0,0
451.13267,0.000793780372,0.0,0.0,0.0,0.0,881.13267,0.0010383170306,1029.27722,0.0007426076038,1653.16771,0.077923471059,0,0
451.17021,0.000855692892,0.0,0.0,0.0,0.0,881.17021,0.00092318706168,1029.30851,0.0007366676761,1653.23404,0.071633747616,0,0
451.20776,0.000923516299,0.0,0.0,0.0,0.0,881.20776,0.00050688110613,1029.3398,0.0007333840476,1653.30038,0.066561424396,0,0
451.24531,0.000954757574,0.0,0.0,0.0,0.0,881.24531,0.00018917290072,1029.37109,0.0007322395895,1653.36671,0.062991416771,0,0
451.28285,0.000993750707,0.0,0.0,0.0,0.0,881.28285,0.00050086159664,1029.40238,0.0007327424031,1653.43304,0.059286168627,0,0
451.3204,0.001075746302,0.0,0.0,0.0,0.0,881.3204,0.0014107471412,1029.43367,0.0007344138474,1653.49937,0.055567962746,0,0
451.35795,0.001205576788,0.0,0.0,0.0,0.0,881.35795,0.001630462491,1029.46496,0.0007367767145,1653.56571,0.051049733279,0,0
451.39549,0.001356080589,0.0,0.0,0.0,0.0,881.39549,0.000905367093,1029.49625,0.000739352048,1653.63204,0.04544639869,0,0
451.43304,0.00149379644,0.0,0.0,0.0,0.0,881.43304,0.0003140278023,1029.52753,0.0007405453489,1653.69837,0.039857459508,0,0
451.47059,0.001613203982,0.0,0.0,0.0,0.0,881.47059,0.00021686948415,1029.55882,0.0007409236939,1653.76471,0.035461676419,0,0
451.50814,0.00169960879,0.0,0.0,0.0,0.0,881.50814,0.00010933597134,1029.59011,0.0007402725269,1653.83104,0.034549117223,0,0
451.54568,0.001735257224,0.0,0.0,0.0,0.0,881.54568,9.758386083e-06,1029.6214,0.0007382277799,1653.89737,0.033471078975,0,0
451.58323,0.001717487592,0.0,0.0,0.0,0.0,881.58323,2.0891828224999998e-16,1029.65269,0.0007344380385,1653.9637,0.032431492734,0,0
451.62078,0.001605350396,0.0,0.0,0.0,0.0,881.62078,9.9071777986e-22,1029.68398,0.0007285685767,1654.03004,0.031146272215,0,0
451.65832,0.001450133692,0.0,0.0,0.0,0.0,881.65832,9.9071777986e-22,1029.71527,0.0007203126754,1654.09637,0.029376419139,0,0
451.69587,0.001337966372,0.0,0.0,0.0,0.0,881.69587,9.9071777986e-22,1029.74656,0.000709401442,1654.1627,0.027615967781,0,0
451.73342,0.001397399266,0.0,0.0,0.0,0.0,881.73342,9.9071777986e-22,1029.77785,0.0006865940855,1654.22904,0.025914788966,0,0
451.77096,0.001516408705,0.0,0.0,0.0,0.0,881.77096,3.1230336676e-14,1029.80914,0.0006610406932,1654.29537,0.024063446553,0,0
451.80851,0.001615413864,0.0,0.0,0.0,0.0,881.80851,0.00082527832554,1029.84043,0.0006347118948,1654.3617,0.021897708144,0,0
451.84606,0.001605591539,0.0,0.0,0.0,0.0,881.84606,0.0011880279094,1029.87171,0.0006083257496,1654.42804,0.019768193193,0,0
451.8836,0.001555803029,0.0,0.0,0.0,0.0,881.8836,0.00051730725786,1029.903,0.0005825023731,1654.49437,0.017618900472,0,0
451.92115,0.001482733953,0.0,0.0,0.0,0.0,881.92115,1.2950575506e-11,1029.93429,0.000557766378,1654.5607,0.016113915038,0,0
451.9587,0.001398487806,0.0,0.0,0.0,0.0,881.9587,1.1272332737e-18,1029.96558,0.0005345534098,1654.62703,0.016488960868,0,0
451.99625,0.001311472907,0.0,0.0,0.0,0.0,881.99625,1.7525079404e-05,1029.99687,0.0005132208129,1654.69337,0.01676290478,0,0
452.03379,0.001223514443,0.0,0.0,0.0,0.0,882.03379,0.00094317406144,1030.02816,0.0004985620214,1654.7597,0.016845391995,0,0
452.07134,0.001152583509,0.0,0.0,0.0,0.0,882.07134,0.0021230620288,1030.05945,0.000486137143,1654.82603,0.014836519892,0,0
452.10889,0.001121605095,0.0,0.0,0.0,0.0,882.10889,0.0023628854662,1030.09074,0.0004752860114,1654.89237,0.012868774477,0,0
452.14643,0.001154420436,0.0,0.0,0.0,0.0,882.14643,0.0015776728461,1030.12203,0.0004658892607,1654.9587,0.010881421353,0,0
452.18398,0.00118067922,0.0,0.0,0.0,0.0,882.18398,6.6460145112e-16,1030.15332,0.0004578422488,1655.02503,0.0090223696094,0,0
452.22153,0.001126174779,0.0,0.0,0.0,0.0,882.22153,9.9071777986e-22,1030.18461,0.000451055244,1655.09136,0.008732651986,0,0
452.25907,0.001011287434,0.0,0.0,0.0,0.0,882.25907,9.9071777986e-22,1030.21589,0.0004454497831,1655.1577,0.008399203034,0,0
452.29662,0.000898642512,0.0,0.0,0.0,0.0,882.29662,9.9071777986e-22,1030.24718,0.00044095813,1655.22403,0.0080666840995,0,0
452.33417,0.000813094797,0.0,0.0,0.0,0.0,882.33417,2.2713814544e-10,1030.27847,0.0004444445773,1655.29036,0.0078516450745,0,0
452.37171,0.000760467446,0.0,0.0,0.0,0.0,882.37171,0.00012642656081,1030.30976,0.000449004477,1655.3567,0.0091338233388,0,0
452.40926,0.000759837812,0.0,0.0,0.0,0.0,882.40926,0.00044188327298,1030.34105,0.000453184237,1655.42303,0.01036364509,0,0
452.44681,0.000838465473,0.0,0.0,0.0,0.0,882.44681,0.00010390259139,1030.37234,0.000456195985,1655.48936,0.011594019751,0,0
452.48436,0.000949437525,0.0,0.0,0.0,0.0,882.48436,0.00012132781145,1030.40363,0.000457237408,1655.55569,0.012427093682,0,0
452.5219,0.001044091031,0.0,0.0,0.0,0.0,882.5219,4.2535821782e-12,1030.43492,0.0004555196922,1655.62203,0.0093411367759,0,0
452.55945,0.00110941373,0.0,0.0,0.0,0.0,882.55945,9.9071777986e-22,1030.46621,0.0004503074582,1655.68836,0.006355635997,0,0
452.597,0.001162483943,0.0,0.0,0.0,0.0,882.597,9.9071777986e-22,1030.4975,0.0004409697498,1655.75469,0.0032177408782,0,0
452.63454,0.001216653025,0.0,0.0,0.0,0.0,882.63454,9.9071777986e-22,1030.52879,0.0004159616272,1655.82103,0.0043864923357,0,0
452.67209,0.001254154112,0.0,0.0,0.0,0.0,882.67209,9.9071777986e-22,1030.56008,0.0003874353414,1655.88736,0.0057687378975,0,0
452.70964,0.001257369411,0.0,0.0,0.0,0.0,882.70964,3.1428581067e-18,1030.59136,0.0003575160282,1655.95369,0.0071537606466,0,0
452.74718,0.00121281403,0.0,0.0,0.0,0.0,882.74718,0.0001377350884,1030.62265,0.0003271792606,1656.02003,0.0085762496252,0,0
